File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample Age	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF523YCQ	bed narrowPeak	peaks	ENCSR000ENL	DNase-seq	CL:0000706	choroid plexus epithelial cell	primary cell	unknown	unknown	unknown	Homo sapiens							DNA		see document	see document		False	2010-12-14	ENCODE				1							ENCFF446YKA, ENCFF992CZQ	3612643	ENCODE Processing Pipeline	6d442bc83cee50a9531a52e6e74572d8		https://www.encodeproject.org/files/ENCFF523YCQ/@@download/ENCFF523YCQ.bed.gz	GRCh38			archived	low read depth			
ENCFF471LRB	bed narrowPeak	peaks	ENCSR000ENL	DNase-seq	CL:0000706	choroid plexus epithelial cell	primary cell	unknown	unknown	unknown	Homo sapiens							DNA		see document	see document		False	2010-12-14	ENCODE				2							ENCFF922MUY, ENCFF992CZQ	1127407	ENCODE Processing Pipeline	8541890910ee76e2498b5c92d90f46f8		https://www.encodeproject.org/files/ENCFF471LRB/@@download/ENCFF471LRB.bed.gz	GRCh38			archived	low read depth			
ENCFF455ZFS	bed narrowPeak	peaks	ENCSR000ENL	DNase-seq	CL:0000706	choroid plexus epithelial cell	primary cell	unknown	unknown	unknown	Homo sapiens							DNA		see document	see document		False	2010-12-14	ENCODE				1							ENCFF163ZHO, ENCFF443AYG	3600017	ENCODE Processing Pipeline	71e41a94aecb10bfec57464e8b0671d1		https://www.encodeproject.org/files/ENCFF455ZFS/@@download/ENCFF455ZFS.bed.gz	hg19			archived	low read depth			
ENCFF175GCC	bed narrowPeak	peaks	ENCSR000ENL	DNase-seq	CL:0000706	choroid plexus epithelial cell	primary cell	unknown	unknown	unknown	Homo sapiens							DNA		see document	see document		False	2010-12-14	ENCODE				2							ENCFF163ZHO, ENCFF221SHW	1057860	ENCODE Processing Pipeline	29888843cf7798b414bff6e9641cdae2		https://www.encodeproject.org/files/ENCFF175GCC/@@download/ENCFF175GCC.bed.gz	hg19			archived	low read depth			
ENCFF520YBR	bed narrowPeak	peaks	ENCSR000ENL	DNase-seq	CL:0000706	choroid plexus epithelial cell	primary cell	unknown	unknown	unknown	Homo sapiens							DNA		see document	see document		False	2010-12-14	ENCODE				1							ENCFF179EGA, ENCFF967OQF	3750622	ENCODE Processing Pipeline	f5f9d286e1229de00a2d49e4d8db5afd		https://www.encodeproject.org/files/ENCFF520YBR/@@download/ENCFF520YBR.bed.gz	GRCh38			released	low read depth			
ENCFF762WJJ	bed narrowPeak	peaks	ENCSR000ENL	DNase-seq	CL:0000706	choroid plexus epithelial cell	primary cell	unknown	unknown	unknown	Homo sapiens							DNA		see document	see document		False	2010-12-14	ENCODE				2							ENCFF582ELI, ENCFF967OQF	1170768	ENCODE Processing Pipeline	e774c8a8b962bf32caf50971ee9c869e		https://www.encodeproject.org/files/ENCFF762WJJ/@@download/ENCFF762WJJ.bed.gz	GRCh38			released	low read depth			
ENCFF593YSG	bed narrowPeak	peaks	ENCSR000ENL	DNase-seq	CL:0000706	choroid plexus epithelial cell	primary cell	unknown	unknown	unknown	Homo sapiens							DNA		see document	see document		False	2010-12-14	ENCODE				1							ENCFF074SIO, ENCFF390DNP	3738345	ENCODE Processing Pipeline	56ef75a42b1f71db02cf6b4b5f9d8563		https://www.encodeproject.org/files/ENCFF593YSG/@@download/ENCFF593YSG.bed.gz	hg19			released	low read depth			
ENCFF178CKS	bed narrowPeak	peaks	ENCSR000ENL	DNase-seq	CL:0000706	choroid plexus epithelial cell	primary cell	unknown	unknown	unknown	Homo sapiens							DNA		see document	see document		False	2010-12-14	ENCODE				2							ENCFF095HSL, ENCFF390DNP	1168173	ENCODE Processing Pipeline	5820ce419017cc2c9c74886a8812572d		https://www.encodeproject.org/files/ENCFF178CKS/@@download/ENCFF178CKS.bed.gz	hg19			released	low read depth			
ENCFF001UWM	bed narrowPeak	peaks	ENCSR000EKQ	DNase-seq	EFO:0002067	K562	immortalized cell line	adult	female	53 year	Homo sapiens			G1				DNA		see document	see document		False	2012-08-28	ENCODE												1841349	Gregory Crawford, Duke	580381acc78f88955a2c70e70e2aee0a		https://www.encodeproject.org/files/ENCFF001UWM/@@download/ENCFF001UWM.bed.gz	hg19			archived	mixed read lengths, low spot score	missing derived_from		
ENCFF925ORN	bed narrowPeak	peaks	ENCSR000EKQ	DNase-seq	EFO:0002067	K562	immortalized cell line	adult	female	53 year	Homo sapiens			G1				DNA		see document	see document		False	2012-08-28	ENCODE				1							ENCFF335TCS, ENCFF967OQF	3789248	ENCODE Processing Pipeline	e35c97d6ede6a32a3e272608d5e8d152		https://www.encodeproject.org/files/ENCFF925ORN/@@download/ENCFF925ORN.bed.gz	GRCh38			released	mixed read lengths, low spot score			
ENCFF762YQG	bed narrowPeak	peaks	ENCSR000EKQ	DNase-seq	EFO:0002067	K562	immortalized cell line	adult	female	53 year	Homo sapiens			G1				DNA		see document	see document		False	2012-08-28	ENCODE				1							ENCFF390DNP, ENCFF420RVK	3787363	ENCODE Processing Pipeline	9bafff11b8c81c546833406d57c649a1		https://www.encodeproject.org/files/ENCFF762YQG/@@download/ENCFF762YQG.bed.gz	hg19			released	mixed read lengths, low spot score			
ENCFF821OUM	bed narrowPeak	peaks	ENCSR106OKX	DNase-seq	UBERON:0002113	kidney	tissue	embryonic	female	120 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF511TJE	832370	ENCODE Processing Pipeline	256172c1d80d9304ba2167aa0ee4852b		https://www.encodeproject.org/files/ENCFF821OUM/@@download/ENCFF821OUM.bed.gz	hg19			archived	low read depth			
ENCFF848SAN	bed narrowPeak	peaks	ENCSR106OKX	DNase-seq	UBERON:0002113	kidney	tissue	embryonic	female	120 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF284KOV, ENCFF992CZQ	835162	ENCODE Processing Pipeline	049ec1b4b1c3b36fd5de19ea321c61a9		https://www.encodeproject.org/files/ENCFF848SAN/@@download/ENCFF848SAN.bed.gz	GRCh38			archived	low read depth			
ENCFF561ENC	bed narrowPeak	peaks	ENCSR106OKX	DNase-seq	UBERON:0002113	kidney	tissue	embryonic	female	120 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF196AJB, ENCFF967OQF	884310	ENCODE Processing Pipeline	c9621d97ad527f8458b624285370e33f		https://www.encodeproject.org/files/ENCFF561ENC/@@download/ENCFF561ENC.bed.gz	GRCh38			released	low read depth			
ENCFF275FNU	bed narrowPeak	peaks	ENCSR106OKX	DNase-seq	UBERON:0002113	kidney	tissue	embryonic	female	120 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF942ZPN	881849	ENCODE Processing Pipeline	e842b1e9606197203c97e4912033e3e5		https://www.encodeproject.org/files/ENCFF275FNU/@@download/ENCFF275FNU.bed.gz	hg19			released	low read depth			
ENCFF532WPU	bed narrowPeak	peaks	ENCSR214QEO	DNase-seq	UBERON:0000059	large intestine	tissue	embryonic	female	91 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF349NFG, ENCFF992CZQ	780345	ENCODE Processing Pipeline	977d88a7c92674a2c5f518544fca02dd		https://www.encodeproject.org/files/ENCFF532WPU/@@download/ENCFF532WPU.bed.gz	GRCh38			archived	low read depth, low spot score			
ENCFF983IBW	bed narrowPeak	peaks	ENCSR214QEO	DNase-seq	UBERON:0000059	large intestine	tissue	embryonic	female	91 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF525FDU	776010	ENCODE Processing Pipeline	dddaff8ab378be30bf0ef4289b24d20c		https://www.encodeproject.org/files/ENCFF983IBW/@@download/ENCFF983IBW.bed.gz	hg19			archived	low read depth, low spot score			
ENCFF027EJI	bed narrowPeak	peaks	ENCSR214QEO	DNase-seq	UBERON:0000059	large intestine	tissue	embryonic	female	91 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF342FSA, ENCFF967OQF	809707	ENCODE Processing Pipeline	dde54a1104f8ffe031444a912a6d6a93		https://www.encodeproject.org/files/ENCFF027EJI/@@download/ENCFF027EJI.bed.gz	GRCh38			released	low read depth, low spot score			
ENCFF104FUO	bed narrowPeak	peaks	ENCSR214QEO	DNase-seq	UBERON:0000059	large intestine	tissue	embryonic	female	91 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF871APC	808926	ENCODE Processing Pipeline	48c34798c56a7209a5d59307c9cc7f42		https://www.encodeproject.org/files/ENCFF104FUO/@@download/ENCFF104FUO.bed.gz	hg19			released	low read depth, low spot score			
ENCFF438GJD	bed narrowPeak	peaks	ENCSR986XLW	DNase-seq	UBERON:0002048	lung	tissue	embryonic	unknown	101 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF454PRZ, ENCFF992CZQ	1226559	ENCODE Processing Pipeline	51dab363a7d2cc28a9f32981a0747256		https://www.encodeproject.org/files/ENCFF438GJD/@@download/ENCFF438GJD.bed.gz	GRCh38			archived	low read depth			
ENCFF210WFD	bed narrowPeak	peaks	ENCSR986XLW	DNase-seq	UBERON:0002048	lung	tissue	embryonic	unknown	101 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF485WEG	1222920	ENCODE Processing Pipeline	65b8d35c66e3016973d60c6c206eae28		https://www.encodeproject.org/files/ENCFF210WFD/@@download/ENCFF210WFD.bed.gz	hg19			archived	low read depth			
ENCFF205UIO	bed narrowPeak	peaks	ENCSR986XLW	DNase-seq	UBERON:0002048	lung	tissue	embryonic	unknown	101 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF260YGW, ENCFF967OQF	1290790	ENCODE Processing Pipeline	047bf01180e1ab2b6097c16b000094c7		https://www.encodeproject.org/files/ENCFF205UIO/@@download/ENCFF205UIO.bed.gz	GRCh38			released	low read depth			
ENCFF745FDQ	bed narrowPeak	peaks	ENCSR986XLW	DNase-seq	UBERON:0002048	lung	tissue	embryonic	unknown	101 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF767PZY	1289980	ENCODE Processing Pipeline	15e2c2bd4cab15f4fc969cf6e658d6b3		https://www.encodeproject.org/files/ENCFF745FDQ/@@download/ENCFF745FDQ.bed.gz	hg19			released	low read depth			
ENCFF630OHJ	bed narrowPeak	peaks	ENCSR354FBA	DNase-seq	UBERON:0002108	small intestine	tissue	embryonic	male	115 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF834MOM, ENCFF992CZQ	612537	ENCODE Processing Pipeline	02b58a836faa4f0edf1c99d21c791d01		https://www.encodeproject.org/files/ENCFF630OHJ/@@download/ENCFF630OHJ.bed.gz	GRCh38			archived	low spot score			extremely low read depth
ENCFF885JVT	bed narrowPeak	peaks	ENCSR354FBA	DNase-seq	UBERON:0002108	small intestine	tissue	embryonic	male	115 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF457XHQ	609307	ENCODE Processing Pipeline	d591697b5836145e987406248accfec4		https://www.encodeproject.org/files/ENCFF885JVT/@@download/ENCFF885JVT.bed.gz	hg19			archived	low spot score			extremely low read depth
ENCFF012LSG	bed narrowPeak	peaks	ENCSR354FBA	DNase-seq	UBERON:0002108	small intestine	tissue	embryonic	male	115 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF392DVR, ENCFF967OQF	636154	ENCODE Processing Pipeline	cd9fde5ad6d05dbcf956c294316b1bc6		https://www.encodeproject.org/files/ENCFF012LSG/@@download/ENCFF012LSG.bed.gz	GRCh38			released	low spot score			extremely low read depth
ENCFF400LOD	bed narrowPeak	peaks	ENCSR354FBA	DNase-seq	UBERON:0002108	small intestine	tissue	embryonic	male	115 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF796WAK	634203	ENCODE Processing Pipeline	bbd0e9470775b6665f2fa681d92b5894		https://www.encodeproject.org/files/ENCFF400LOD/@@download/ENCFF400LOD.bed.gz	hg19			released	low spot score			extremely low read depth
ENCFF172HGE	bed narrowPeak	peaks	ENCSR188JLO	DNase-seq	UBERON:0002108	small intestine	tissue	embryonic	male	105 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZBU, ENCFF992CZQ	693051	ENCODE Processing Pipeline	a1ec71e6fb8da0d84bc9105c72e44c44		https://www.encodeproject.org/files/ENCFF172HGE/@@download/ENCFF172HGE.bed.gz	GRCh38			archived	low read depth, low spot score			
ENCFF640MSE	bed narrowPeak	peaks	ENCSR188JLO	DNase-seq	UBERON:0002108	small intestine	tissue	embryonic	male	105 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF373KHF	688021	ENCODE Processing Pipeline	b5d2c5184a501ec62025499c849a4b60		https://www.encodeproject.org/files/ENCFF640MSE/@@download/ENCFF640MSE.bed.gz	hg19			archived	low read depth, low spot score			
ENCFF695LNO	bed narrowPeak	peaks	ENCSR188JLO	DNase-seq	UBERON:0002108	small intestine	tissue	embryonic	male	105 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF879OIL, ENCFF967OQF	712971	ENCODE Processing Pipeline	04914fc17fad6a68037eb9a5e376a138		https://www.encodeproject.org/files/ENCFF695LNO/@@download/ENCFF695LNO.bed.gz	GRCh38			released	low read depth, low spot score			
ENCFF289LRM	bed narrowPeak	peaks	ENCSR188JLO	DNase-seq	UBERON:0002108	small intestine	tissue	embryonic	male	105 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF397LBU	710151	ENCODE Processing Pipeline	75b025651e714611ae6da86eb6e58369		https://www.encodeproject.org/files/ENCFF289LRM/@@download/ENCFF289LRM.bed.gz	hg19			released	low read depth, low spot score			
ENCFF348DBB	bed narrowPeak	peaks	ENCSR953XJU	DNase-seq	UBERON:0004538	left kidney	tissue	embryonic	female	107 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF365SJK, ENCFF992CZQ	638647	ENCODE Processing Pipeline	7ad578f83b940be84b829a17d792cfa2		https://www.encodeproject.org/files/ENCFF348DBB/@@download/ENCFF348DBB.bed.gz	GRCh38			archived	low read depth			
ENCFF662OET	bed narrowPeak	peaks	ENCSR953XJU	DNase-seq	UBERON:0004538	left kidney	tissue	embryonic	female	107 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF211CFH	636047	ENCODE Processing Pipeline	7cde36fe47b44d89f6739bd8aa6fe903		https://www.encodeproject.org/files/ENCFF662OET/@@download/ENCFF662OET.bed.gz	hg19			archived	low read depth			
ENCFF007BRU	bed narrowPeak	peaks	ENCSR953XJU	DNase-seq	UBERON:0004538	left kidney	tissue	embryonic	female	107 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF611PME, ENCFF967OQF	678214	ENCODE Processing Pipeline	6a9a0807724d799dd42e206bf6c5cbea		https://www.encodeproject.org/files/ENCFF007BRU/@@download/ENCFF007BRU.bed.gz	GRCh38			released	low read depth			
ENCFF779HDH	bed narrowPeak	peaks	ENCSR953XJU	DNase-seq	UBERON:0004538	left kidney	tissue	embryonic	female	107 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF606TYC	676950	ENCODE Processing Pipeline	51216f36b5dd2112f7cf52b8adde8cef		https://www.encodeproject.org/files/ENCFF779HDH/@@download/ENCFF779HDH.bed.gz	hg19			released	low read depth			
ENCFF001WHL	bed narrowPeak	peaks	ENCSR000ENG	DNase-seq	CL:0002590	smooth muscle cell of the brain vasculature	primary cell	unknown	female	unknown	Homo sapiens							DNA		see document	see document		False	2012-03-06	ENCODE				1							ENCFF001CZS	1846910	John Stamatoyannopoulos, UW	14dbe23e13a80152d3cfc8673291ba59		https://www.encodeproject.org/files/ENCFF001WHL/@@download/ENCFF001WHL.bed.gz	hg19			archived	low read depth, low spot score			
ENCFF001WHM	bed narrowPeak	peaks	ENCSR000ENG	DNase-seq	CL:0002590	smooth muscle cell of the brain vasculature	primary cell	unknown	female	unknown	Homo sapiens							DNA		see document	see document		False	2012-03-06	ENCODE				2							ENCFF001CZT	1893828	John Stamatoyannopoulos, UW	a432bffa701b542dd2a9343b2c1bb30f		https://www.encodeproject.org/files/ENCFF001WHM/@@download/ENCFF001WHM.bed.gz	hg19			archived	low read depth, low spot score			
ENCFF578YUB	bed narrowPeak	peaks	ENCSR000ENG	DNase-seq	CL:0002590	smooth muscle cell of the brain vasculature	primary cell	unknown	female	unknown	Homo sapiens							DNA		see document	see document		False	2012-03-06	ENCODE				1							ENCFF144OVF, ENCFF163ZHO	656454	ENCODE Processing Pipeline	e0329dbbf7fcbffbb53dffba9ce2cd6e		https://www.encodeproject.org/files/ENCFF578YUB/@@download/ENCFF578YUB.bed.gz	hg19			archived	low read depth, low spot score			
ENCFF402ILF	bed narrowPeak	peaks	ENCSR000ENG	DNase-seq	CL:0002590	smooth muscle cell of the brain vasculature	primary cell	unknown	female	unknown	Homo sapiens							DNA		see document	see document		False	2012-03-06	ENCODE				2							ENCFF028IVF, ENCFF163ZHO	762955	ENCODE Processing Pipeline	f1f799f47ddc72f419728e9886ca34f5		https://www.encodeproject.org/files/ENCFF402ILF/@@download/ENCFF402ILF.bed.gz	hg19			archived	low read depth, low spot score			
ENCFF376KPO	bed narrowPeak	peaks	ENCSR000ENG	DNase-seq	CL:0002590	smooth muscle cell of the brain vasculature	primary cell	unknown	female	unknown	Homo sapiens							DNA		see document	see document		False	2012-03-06	ENCODE				1							ENCFF369LCZ, ENCFF992CZQ	660904	ENCODE Processing Pipeline	6ff0f26618eb87e49512d30e290c9373		https://www.encodeproject.org/files/ENCFF376KPO/@@download/ENCFF376KPO.bed.gz	GRCh38			archived	low read depth, low spot score			
ENCFF379CCP	bed narrowPeak	peaks	ENCSR000ENG	DNase-seq	CL:0002590	smooth muscle cell of the brain vasculature	primary cell	unknown	female	unknown	Homo sapiens							DNA		see document	see document		False	2012-03-06	ENCODE				2							ENCFF295AFC, ENCFF992CZQ	766109	ENCODE Processing Pipeline	da9d400a6537be142c6c44cb122079c1		https://www.encodeproject.org/files/ENCFF379CCP/@@download/ENCFF379CCP.bed.gz	GRCh38			archived	low read depth, low spot score			
ENCFF996VFH	bed narrowPeak	peaks	ENCSR000ENG	DNase-seq	CL:0002590	smooth muscle cell of the brain vasculature	primary cell	unknown	female	unknown	Homo sapiens							DNA		see document	see document		False	2012-03-06	ENCODE				1							ENCFF557GXL, ENCFF967OQF	690486	ENCODE Processing Pipeline	64d36e5205250f2c4eb3b2d9be69696e		https://www.encodeproject.org/files/ENCFF996VFH/@@download/ENCFF996VFH.bed.gz	GRCh38			released	low read depth, low spot score			
ENCFF776GEG	bed narrowPeak	peaks	ENCSR000ENG	DNase-seq	CL:0002590	smooth muscle cell of the brain vasculature	primary cell	unknown	female	unknown	Homo sapiens							DNA		see document	see document		False	2012-03-06	ENCODE				2							ENCFF967OQF, ENCFF994IJJ	801144	ENCODE Processing Pipeline	8e0801562dddbc504eb5e39d186c6665		https://www.encodeproject.org/files/ENCFF776GEG/@@download/ENCFF776GEG.bed.gz	GRCh38			released	low read depth, low spot score			
ENCFF966MDV	bed narrowPeak	peaks	ENCSR000ENG	DNase-seq	CL:0002590	smooth muscle cell of the brain vasculature	primary cell	unknown	female	unknown	Homo sapiens							DNA		see document	see document		False	2012-03-06	ENCODE				1							ENCFF092ZRU, ENCFF390DNP	687764	ENCODE Processing Pipeline	af20d68d145a6beff8b0fbc53e1f0400		https://www.encodeproject.org/files/ENCFF966MDV/@@download/ENCFF966MDV.bed.gz	hg19			released	low read depth, low spot score			
ENCFF565HPT	bed narrowPeak	peaks	ENCSR000ENG	DNase-seq	CL:0002590	smooth muscle cell of the brain vasculature	primary cell	unknown	female	unknown	Homo sapiens							DNA		see document	see document		False	2012-03-06	ENCODE				2							ENCFF390DNP, ENCFF431FCO	798904	ENCODE Processing Pipeline	26a6aef00343b8d91e5a0c8e016e27e2		https://www.encodeproject.org/files/ENCFF565HPT/@@download/ENCFF565HPT.bed.gz	hg19			released	low read depth, low spot score			
ENCFF907ODQ	bed narrowPeak	peaks	ENCSR555QAY	DNase-seq	UBERON:0001114	right lobe of liver	tissue	adult	female	53 year	Homo sapiens							DNA					False	2017-10-01	ENCODE				1							ENCFF045IWW, ENCFF967OQF	2434416	ENCODE Processing Pipeline	e6444b98b118a5ffc697865e80b6f8a1		https://www.encodeproject.org/files/ENCFF907ODQ/@@download/ENCFF907ODQ.bed.gz	GRCh38			released	low spot score	experiment not submitted to GEO		
ENCFF365DQA	bed narrowPeak	peaks	ENCSR555QAY	DNase-seq	UBERON:0001114	right lobe of liver	tissue	adult	female	53 year	Homo sapiens							DNA					False	2017-10-01	ENCODE				1							ENCFF244IRQ, ENCFF390DNP	2412026	ENCODE Processing Pipeline	887bb05586cd8de9ceb9ba44ebcfd878		https://www.encodeproject.org/files/ENCFF365DQA/@@download/ENCFF365DQA.bed.gz	hg19			released	low spot score	experiment not submitted to GEO		
